arquivo,acuracia_proxy,modo_proxy,vetorizador,classificador,hiperparams
submission_t050_holdout_proxy0.6312_count_mnb.csv,0.631184407796102,holdout,count,mnb,"{""vet"": ""count"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 CountVectorizer(max_df=0.85, max_features=30000, min_df=2,\n                                 stop_words='english')),\n                ('clf', MultinomialNB())])""}"
submission_t041_holdout_proxy0.6289_count_mnb.csv,0.6289355322338831,holdout,count,mnb,"{""vet"": ""count"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 CountVectorizer(max_df=0.95, max_features=30000, min_df=3,\n                                 stop_words='english')),\n                ('clf', MultinomialNB())])""}"
submission_t048_holdout_proxy0.6259_tfidf_mnb.csv,0.6259370314842578,holdout,tfidf,mnb,"{""vet"": ""tfidf"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 TfidfVectorizer(max_df=0.95, max_features=50000, min_df=2)),\n                ('clf', MultinomialNB(alpha=0.05))])""}"
submission_t028_holdout_proxy0.6259_count_mnb.csv,0.6259370314842578,holdout,count,mnb,"{""vet"": ""count"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 CountVectorizer(max_df=0.85, max_features=30000, min_df=3,\n                                 stop_words='english')),\n                ('clf', MultinomialNB(alpha=0.05))])""}"
submission_t055_holdout_proxy0.6237_count_mnb.csv,0.623688155922039,holdout,count,mnb,"{""vet"": ""count"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 CountVectorizer(max_df=0.85, max_features=30000, min_df=2,\n                                 ngram_range=(1, 2), stop_words='english')),\n                ('clf', MultinomialNB(alpha=0.5))])""}"
submission_t059_holdout_proxy0.6222_tfidf_mnb.csv,0.6221889055472264,holdout,tfidf,mnb,"{""vet"": ""tfidf"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 TfidfVectorizer(max_df=0.95, max_features=50000, min_df=2,\n                                 stop_words='english')),\n                ('clf', MultinomialNB(alpha=0.1))])""}"
submission_t029_holdout_proxy0.6214_tfidf_mnb.csv,0.6214392803598201,holdout,tfidf,mnb,"{""vet"": ""tfidf"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 TfidfVectorizer(max_df=0.95, max_features=30000, min_df=2)),\n                ('clf', MultinomialNB(alpha=0.01))])""}"
submission_t015_holdout_proxy0.6177_count_mnb.csv,0.6176911544227887,holdout,count,mnb,"{""vet"": ""count"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 CountVectorizer(max_features=15000, stop_words='english')),\n                ('clf', MultinomialNB())])""}"
submission_t054_holdout_proxy0.6177_tfidf_mnb.csv,0.6176911544227887,holdout,tfidf,mnb,"{""vet"": ""tfidf"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet',\n                 TfidfVectorizer(max_df=0.95, min_df=3, ngram_range=(1, 2),\n                                 stop_words='english', sublinear_tf=True)),\n                ('clf', MultinomialNB(alpha=0.5))])""}"
submission_t058_holdout_proxy0.6154_count_mnb.csv,0.6154422788605697,holdout,count,mnb,"{""vet"": ""count"", ""clf"": ""mnb"", ""pipe"": ""Pipeline(steps=[('vet', CountVectorizer(max_df=0.95, ngram_range=(1, 2))),\n                ('clf', MultinomialNB(alpha=0.5))])""}"
